text,label,predictions
"The CFO convened a Scenario Discussion Workshop where members of senior leadership discussed the Company's current state, considered possible future scenarios, identified different risks and opportunities within these scenarios, and discussed the financial implication of these impacts on the Company.",0,4
"This transition does not, however, automatically translate into a financial risk for us. For example, motor insurance is the most important business line of the re/insurance sector globally. According to Swiss Re's sigma database, it currently represents approximately 33% of global non-life gross written premiums and is expected to grow further, albeit at a lower rate.",0,2
"In our outlook for impacts on our clients' business, we employed two scenarios: a static scenario which assumes that no attempt is made to transform the present business structure, and a dynamic scenario under which the business structure is transformed.",0,2
"The Board of Directors has overall responsibility for ensuring that IAG has an appropriate risk management framework, including the determination of the nature and extent of risk it is willing to take to achieve its strategic objectives. The Board has oversight of the Group's operations to ensure that internal controls are in place and operate effectively. Management is responsible for the execution of the agreed plans.",0,4
"51 In February 2020, BlackRock made a charitable contribution of its 20% stake in PennyMac Financial Services, Inc. to the BlackRock Foundation, a newly established corporate foundation, and the BlackRock Charitable Fund, a donor- advised fund, which was established in 2013.",0,2
"We aim to promote equal opportunities by inspiring underrepresented groups to take up STEM fields by exposing them to aviation employment options and opportunities. By fueling the pipeline today through our support of educational initiatives and STEM programs, we will help to ensure more diverse perspectives in the hangars and boardrooms of the future.",0,2
Validation We established a common understanding between Toyota Motor Corporation (TMC) and all regions at the global meetings also based on the analyses conducted by overseas affiliates. We also engaged in dialogue with international organizations to validate the issues identified from perspectives outside of the company. The matrix was confirmed by relevant executives.,0,3
"This strategic plan is based on a number of assumptions, in particular relating to the macroeconomic environment and the development of activities. Failure to achieve these objectives or the occurrence of unexpected events could compromise the achievement of the strategic plan and have a material adverse effect on the Group's business, results of operations and financial position.",0,2
"Risks are assessed at least annually. Please refer to Section 6.1 Our approach to risk management, 6.2 Risk categories and factors, 6.3 Strategic risks, 6.4 Operational risks, 6.5 Compliance risks, and 6.6 Financial risks.",0,3
"However, in France, employees are involved in the Bank's long-term development through profit-sharing and/or incentive schemes. They are linked to the Company's overall performance (financial and non-financial) and regulated by Societe Generale agreements signed with the trade unions every three years. For Societe Generale SA in France, out of the total amount of profit-sharing and incentives paid in 2018 for the financial year 2017, 4% was relating to",0,4
"Except as required by law, the Bank does not undertake to update any forward-looking statements, whether written or oral, that may be made from time to time, by it or on its behalf.",0,2
"- The investments in our own investment portfolio ($4.4bn; including cash) are mainly concentrated in government bonds and fixed income instruments issued by European financial institutions; see our annual report 2019, pp.",0,1
"An important consideration in the assessment of each risk was the relevant timeframe where the risk may be realised. In each case, the relevant scenario was documented and the most likely time horizon was identified. The likelihood and consequence was then assigned based on those parameters.",0,3
"R I S K - I N F O R M E D D E C I S I O N M A K I N G To achieve our business objectives and performance goals, we must ensure that our business strategies are aligned with the risks we face.",0,2
"- African Americans, Asians, and Hispanics/Latinos combined make up 13.7% of the aircraft pilots and flight engineers in the U.S. - Women make up 3% of aircraft mechanics and service technicians.",0,1
"In general, the Group's strategic risks were stable during the year with competitor capacity being monitored and assessed within the Group. IAG continues to support deregulation, manage its supplier base and explore opportunities for consolidation.",0,2
"An additional advantage of these programs is increased pilot diversity, something the industry currently lacks (see 'Case Study: JetBlue Foundation'). Across all of our above mentioned programs, 7% of pilots are women, almost double the national average for airline transport. In Gateway Select, 20% of the pilots in our program are from underrepresented groups, about five times the national average.",0,2
"Ultimately, sustainable growth is also about culture and tone from the top. Leaders across the bank promote our efforts, articulate its importance and champion the work needed to deliver sustainable growth well into the future.",0,4
"We recognize that there is potentially a lot of uncertainty regarding how to quantify these impacts and that reasonable people can differ in their assessments. As our collective knowledge and understanding of these mechanisms evolve, it is possible that the quantification of these scenarios may also change.",0,3
"Each presentation includes the following: an overview of the business group, shortand long-term financial performance and goals, an assessment of portfolio growth opportunities, and strategic priorities to drive our Value Model.",0,4
"This broad, detailed study found BNP Pari- bas' business model to be resilient to these risks, with respect to: o its businesses, and the sector and geographic classifications of its portfolios; o the measures taken to mitigate these risks.",0,3
"Should there be any local special conditions that are not sufficiently addressed by the group or parent strategy, the AI should either raise them with the group or parent for a possible solution or address them locally. In this regard, communication channels should be in place to facilitate the process.",0,3
"As part of this strategy, over the past few years Bankinter has taken part in pilot projects to develop guidelines and methodologies to analyse the indirect impacts of the financial sector.",0,3
"We define short term as up to a year aligned with budget; medium term as 3-4 years aligned with budget planning; long term as 5-7 years aligned with strategic planning; and, for ad hoc analysis, we define longer term as beyond 7 years.",0,4
The foregoing list of risk factors is not exhaustive. Additional information about these factors can be found in the Risk Management section of the Bank's 2019 Annual Report. This information may be updated in our quarterly Shareholder Reports. Investors and others who rely on the Bank's forward-looking statements should carefully consider the above factors as well as the uncertainties they represent and the risk they entail.,0,2
"Application - Projects with high and irreversible risks and po - tential impact, where it is not deemed possible to establish a viable action plan, or projects that con - travene the Bank's corporate values, are rejected.",0,2
"At this stage the assessment is still considered qualitative, as further studies and research are yet to be completed, however it does indicate which risks may potentially have a material impact on Transurban's business. Each of these risks will be assessed further to confirm the scope and relative impact of the different consequences to better inform the management approach and reporting for future years.",0,3
"Based on these market developments, we continue to focus on policy and legal risks, as well as technology risks, as we mainly expect changes within these two dimensions to potentially impact asset values. In this way, we aim to capture those industries and groups of companies that are most exposed to these risks and may therefore require adjustments in the near to medium term.",0,2
"In developing our scenario analysis, we used internal data sets and assumptions made in our existing business models. We considered the views of departments across the business to better understand risks and time horizons. We also took the time to consider impacts and dependencies. This helped us to report on the risks and opportunities that are most material to our organization.",0,3
"Based on this assessment, the directors have a reasonable expectation that the Group will be able to continue in operation, meet its liabilities as they fall due and raise financing as required over the period to December 2022.",0,2
"These exercises highlight that not enough data are available for a bottom-up approach, assessing the vulnerabilities specific to Group clients and incorporating their response and remediation functions on a forward-looking basis.",0,3
"DRAFT 1 d4a Changing regulatory requirements AnnualReport- We take our regulatory obligations seriously and manage non-compliance with regulatory requirements as a risk, with supporting risk appetite statements set by the Board.",0,3
"BBVA is focusing on increasing its activity in telecommunications infrastructures, given the social importance they have as facilitators of access to new technologies ('narrowing the digital divide'), digitization and contribution to economic development: ADAMO: Acquisition by the Swedish fund EQT of the fastest growing independent fiber supplier in Spain, whose main focus is rural communities.",0,2
"The initiative has four working groups; government bonds, listed equities and corpo- rate bonds real estate and strategic asset alloca- tion. Representatives from AP2 participate in the steering group and in the working groups for government bonds and real estate.",0,4
"Prior to submission to the Board of Directors for final approval, investment decisions are reviewed by the EBRD Investment Committee (OpsCom). OpsCom is chaired by the First Vice President and Head of Client Services Group and includes representatives of all relevant functions involved in the business activity, including Banking, Legal, Risk Management, and the Economics, Policy and Governance team looking after the mandated objectives of the EBRD.",0,4
"Businesses subject to this policy and implementation methods In this document, section 4.3.1.3 (1) Financing and Investment Transactions Prohibited Regardless of Sector lists projects for which we prohibit any financing or investment.",0,3
"- - A new loan or a subsequent decision for an existing loan is then approved depending on the extent of the risk ('risk exposure') by the relevant decision-making level (Senior Manager, Vice President, Team Head, Head of Division or Head of Department, Group Credit Risk Committee, entire Executive Board, Board of Supervisory Directors).",0,4
"Sector restrictions For the sector specific restrictions, the following definitions should be applied: i) 'Financing': all lending, underwriting, issuance of debt and equity, trade and working capital finance; ii) 'Directly finance projects' refers to project finance or other lending/ underwriting where the use of proceeds is known to be for a particular project. http://home.barclays/annualreport",0,2
"In this document, section 4.3.1.3 (1) Financing and Investment Transactions Prohibited Regardless of Sector lists projects for which we prohibit any financing or investment. Sections 4.3.1.3 (2) Financing and Investment Transactions which Require Additional Due Diligence Regardless of Sector and 4.3.1.3 (3) Policies on Specific Industrial Sectors describe our practices for determining whether to engage in transactions with clients/projects in subject sectors, accounting for the degree to which the client has taken steps to avoid or mitigate risk and other due diligence as appropriate, based on the characteristics of the services we are providing.",0,3
"The ability to enable a fast and effective response to, and recovery from, disruptive events. The effectiveness of this element is determined by the thoroughness of efforts to plan, prepare and exercise in advance of events.",0,3
An inclusive culture at 3M is built on our Be Respectful Principles - to respect the dignity and worth of individuals; encourage the initiative of each employee; challenge individual capabilities; and provide equal opportunity.,0,4
"BBVA believes that greater financial inclusion has a favorable impact on the welfare and sustained economic growth of countries. The fight against financial exclusion is therefore consistent with BBVA's ethical and social commitment, as well as its medium-term and long-term business objectives. At the end of 2019, BBVA had 10 million customers in this segment.",0,2
Annual Strategy Implementation Plans The EBRD's annual Strategy Implementation Plans (SIPs) serve as vehicles to reaffirm priorities and ensure adequate resourcing of the key strategic objectives set out in the SCF.,0,2
"- Project-related corporate loans with a total aggre - gate loan amount of at least US$100 million and an individual commitment by CaixaBank of at least US$50 million, and a loan term of at least two years.",0,1
"In the event that an exclusion policy has to be implemented by ceasing financing to certain sectors, AIs may consider adopting a gradual approach, for example, by ceasing the financing of new projects.",0,2
"JetBlue is also proactively establishing its own pilot talent pipeline, making it easier for those interested in JetBlue to receive the necessary training to become JetBlue pilots. In doing so, JetBlue acquires skilled pilots who fully embrace its culture and values and retains them for the length of their careers, addressing one of its largest costs: pilot wages.",0,2
"This report is part of the Group's standard analysis of syste- mic risks, inter alia in the context of the analyses conducted by EIS on the impact of different risk factors on economic sectors.",0,3
"Responsible tax LafargeHolcim is committed to acting with transparency, integrity, and the highest ethical standards and will not tolerate anything that compromises this in our 'Approach to Tax.' Our Tax Strategy is built on five pillars: 1. Full compliance and alignment to business strategy: We comply with tax laws in a responsible manner and align our tax strategy with our business strategy. and judgment to ensure all decisions are well-considered and documented. constructive relationships with tax authorities and support efforts to increase public trust in tax systems. We support and work in collaboration with the Organisation for Economic Co-operation and Development (OECD) on the Base Erosion and Profit Shifting (BEPS) project, including full compliance with Country-by-Country reporting. In the interests of transparency, we report on taxes paid per region on an annual basis (see page 68). relevant processes and controls in place in order to limit financial risks for the Group. to simplify and improve tax regimes to encourage investment and economic growth in all communities where we operate, including by paying taxes locally.",0,2
"The response within financial markets was a decline in equity, credit and securitised product valuations across key sectors, affecting the valuation of assets measured at fair value, including those held in the trading book, leverage finance underwrites, equity positions held as principal investments, assets held for liquidity purposes and investments within Barclays' pension fund.",0,3
"Management is also encouraged to communicate with our Board of Directors with respect to extraordinary risk issues or developments that may require more immediate attention between regularly scheduled Board meetings. Our Non-Executive Chairman of the Board facilitates communications with our Board of Directors as a whole and is integral in initiating the discussions among the independent Board members necessary to ensure management is adequately evaluating and overseeing our Company’s risk management. Additionally, in accordance with New York Stock Exchange requirements, the Audit Committee of our Board is responsible for discussing our major financial risk exposures, steps management has taken to monitor and control such exposures and the Company’s process for risk assessment and management, and quarterly reports are made to the Audit Committee on financial and compliance risks.",0,3
"During 2019, we continued our focus on optimizing our solid waste business, developing our people and investing in technology to better serve our customers. We produced strong operating results from our collection and disposal business, and these results demonstrate that that we are investing in the right areas and driving the right behaviors. This positive 2019 performance continues to position management to execute on the strategic long-term growth goals of the Company through investments in our employees, technology, and asset network.",0,2
"Net cash flow generated from operating activities of $30.3m was lower than the $88.7m in the prior year primarily due to an investment in inventory to support growth. The group tactically increased stock in the USA by bringing forward seasonal stock, in the UK as an insurance against potential Brexit disruption and in Europe to support accelerated expansion. Net cash at 30 June 2019 decreased to $9.8m.",0,2
"The Board guides and monitors the business and affairs of the company on behalf of the shareholders, by whom it is elected and to whom it is accountable. The Board has adopted formal guidelines for Board operation and membership. These guidelines outline the roles and responsibilities of the Board and its members and establish the relationship between the Board and management.",0,4
"The fund management industry recorded its highest monthly net withdrawal in 2020 during the height of the health crisis in March. However, the industry demonstrated resilience throughout this episode of market stress due to the soundness of the liquidity risk management frameworks of capital market intermediaries. Furthermore, investment management professionals navigated market volatility through effective management strategies, which led to the restoration of investor confidence. By July 2020, the fund management industry rebounded and recorded asset under management (AUM) of RM844.1 billion, surpassing the historical high of RM823.2 billion as at end December 2019.",0,1
"Our fiscal 2020 results reflect headwinds from our BD AlarisTM System remediation efforts and more notably, the ongoing COVID-19 pandemic and its significant impact on healthcare utilization. However, the perseverance of our associates—and the notable success of our BD Life Sciences–Integrated Diagnostic Solutions team in developing innovative COVID-19 diagnostic testing—allowed the business to return to revenue growth in the fiscal fourth quarter and finish the year with revenues down slightly on a year-over-year basis.",0,2
"Sales of goods is recognized at the time of shipment only if it meets the conditions that significant risks and rewards of ownership of the goods have been transferred to the customer, and neither continuing managerial involvement nor effective control over the goods sold is retained. Revenue arising from rendering of services is generally recognized by the percentage-of-completion method at the date of the end of the reporting period. In addition, revenue arising from interest, dividends or royalties is recognized when it is probable that future economic benefits will flow into the Company and those benefits can be measured reliably.",0,3
"When considering the overall number of new launches of three real estate segments altogether, a clear difference can be observed. Normally, the launch of landed real estate projects corresponds with demand in the market, which fluctuates at a similar rate in each year, whereas the launch of new condominiums usually fluctuates in line with the economic situation or factors that affect the consumer confidence, such as political situation. However, condominium sector has a mechanism that controls supply in the market, which is developers’ flexibility to adjust their plans for project launches by looking at existing supply in the market before making a new launch. This mechanism is beneficial for the real estate market in the long run, because it prevents problems of excess supply within the market.",0,2
"Third, we aim to improve communications with all stakeholders. Operational success is only possible if we can embed into the business a regular and reliable dialogue with our stakeholders – customers, investors, NGOs, local communi- ties, governments and international institutions. Our Newsroom channel will continue to keep people abreast of our corporate views and positions but we will, at the same time, strive to constantly provide feedback into our business operations regarding what our stakeholders are telling us.",0,2
"In 2016, the System LSI Business featured a full mobile System-on-Chip (SoC) lineup with 14-nanometer (nm) FinFET process technology, including the Exynos 8 Octa for premium mobile devices, Exynos 7 Quad, a solution with inte- grated full connectivity for entry-level devices, to the Exynos 7 Dual, which was the industry’s first SoC for wearables on 14nm. The company also introduced its Dual-Pixel image sensor that delivers a DSLR camera-level phase-detecting autofocus on a mobile platform to provide device users with fast photo shooting and premium im- age quality, even in low light environments.",0,1
"Number of Governmental Enforcement Actions of Aviation Safety Regulations JetBlue had no material government enforcement actions in 2018 from the FAA, the EASAi, or an equivalent national authority relating to aviation safety, including but not limited to maintenance, transportation of hazardous materials, drug testing, records and reports, training, and noise.",0,2
"In 2018, the Combating Human Trafficking in Commercial Vehicles Act (Pub. L. No. 115-99) required the establishment of a Department of Transportation Advisory Committee on Human Trafficking to make recommendations on actions the department can take to help combat human trafficking and to develop recommended best practices for states and state and local transportation stakeholders to adopt in combatting human trafficking. JetBlue holds an appointment on this committee and is working alongside other transportation sector stakeholders to finalize a report that will be submitted to the Secretary of Transportation this summer.",0,3
"In the event that we identify any unlawful act during the term of a transaction, we urge the client to take immediate remedial measures. In the event that the client has not taken appropriate measures to address social issues, we undertake engagement with the client to promote remedial measures and, if the client's remedial measures are unsatisfactory, we suspend new financing and investment.",0,2
"Also by means of BNDES Finem, we offer credit from the Prorenova line, a credit line aimed at supporting the renovation of sugar cane plantation and the introduction of new sugar cane plantations.",0,2
"JetBlue drives safety management in many ways, including using: - Technology-by focusing on statistical methods, querying, and an enterprise database system (e.g., VisiumAQD) to collect, track, and manage safety data. Using a comprehensive suite of analytical tools (e.g., Spotfire and Hypercube) we use data to shape the operations. - People-by emphasizing the human element of safety management and incorporating human factors into our methodologies to create reliable processes and services.",0,3
"Building on this, we took steps in 2019 to perform an eco- nomic analysis and engage with stakeholders in the Pearl River Delta in China, which was established as a hot spot. Maersk will finalise this analysis and report on it in 2020.",0,2
"Prime services, through our globally integrated platform, offers hedge funds and institutional clients execution, financing, cus- tody, clearing and risk advisory services across various asset classes through prime brokerage, synthetic financing and listed and OTC derivatives. In addition, we partner with the most estab- lished fund managers, fast-growing funds and select startups, blending traditional prime brokerage services with innovative financing solutions and comprehensive capital and consulting advisory services, to help funds build durable organizations across their lifecycle.",0,2
"The asset management industry is also expected to resume its growth trend assuming an effective containment of the COVID- 19 pandemic, with positive support from increasing global wealth. At the same time, asset managers face a number of challenges, including regulatory complexities and revenue and margin com- pression. The continued rise of passive and low-fee products reflects ongoing fee sensitivity from investors. Although fees for alternative strategies have been more resilient, market trends have led to a need for more innovative products and solutions. In this environment, managers must demonstrate differentiating capabilities including not only strong investment performance, but also other value-add capabilities such as risk management and controls, compliance, client reporting and data security.",0,2
"Central banks and other bank regulators, financial services agen- cies, securities agencies and exchanges and self-regulatory orga- nizations are among the regulatory authorities that oversee our businesses. There is coordination among many of our regulators, in particular among our primary regulators in Switzerland, the US, the EU and the UK as well as in the Asia Pacific region.",0,4
"We continually manage the impact of funding spreads through careful management of our liability mix and opportunistic issu- ance of debt. The effect of funding spreads on interest expense depends on many factors, including market conditions, product type and the absolute level of the indices on which our funding is based.",0,2
"The global economic system as we know it is undergoing transformation.­ This­ is­ also­ affecting­ agriculture.­ Globalization­ and digitalization have become key issues in the industry, alongside agricultural developments. The spread of protection- ism and disruptive policy are posing challenges to CLAAS, which over time has built strong international networks and relies­on­global­value­chains.­Digitalization­continues­to­offer­a­ major opportunity to master the requirements of the future by developing new solutions. All of these driving forces, whether new­or­old,­will­influence­CLAAS as a company in the future. Even in a volatile environment, the goal remains to achieve profitable­ growth.­ CLAAS has focused its strategy on the following four strategic focal points so that it can take on a leading global role as a manufacturer of agricultural equipment moving forward.",0,2
"Net sales in Germany totaled €805.5 million (prior year: €800.6 million). The slight rise in sales was predominantly due to service and parts business and sales of used machinery. In addition, sales of forage harvesting machines and telehandlers also rose year on year.",0,1
"Against this backdrop we saw sales decrease by 2% to $27.6 billion (2019: $28.1 billion) reflecting lower volumes in our materials businesses in certain European and North American markets as public health restrictions resulted in reduced construction activity. This was partially offset by increased sales in our Building Products Division driven by a strong residential sector in the United States (US), particularly in Repair, Maintenance and Improvement (RMI) activity.",0,2
"For the purposes of determining the number of shares held by the executive Directors, the relevant calculation will include shares beneficially owned by the executive Directors, annual bonus awards which are deferred into shares for three years and PSP awards that have met the performance criteria but are subject to a two-year holding period prior to release. The deferred share awards and PSP awards subject to a two-year hold period are not subject to any further performance criteria other than continued employment with the Group.",0,2
"A special resolution will be proposed at the 2021 AGM to renew the authority of the Company, or any of its subsidiaries, to purchase up to 10% of the Company’s Ordinary Shares in issue at the date of the AGM.",0,2
"As mentioned above, CRH's financial and business performance was robust in 2020 in spite of the unprecedented challenges that were faced during the year, and which persist into 2021. Taking this performance into account, as well as the experience of our stakeholders and the value delivered for shareholders, the Committee believes that the remuneration paid to the executive Directors in respect of 2020 is appropriate. We look forward to receiving your support for the resolution considering the Annual Report on Remuneration at the 2021 AGM.",0,2
"Porsche achieves sustainable growth in 2020 financial year Porsche AG set a new revenue record in the 2020 financial year: its value grew to 28.7 billion euros, surpassing the previous year’s figure by more than 100 million euros.",0,1
"2020 was a record-breaking year for us: For the first time ever, we broke the 100-billion-euro revenue barrier. The additional revenue from the business combination with Sprint in the United States was a decisive factor. But we are also growing organically on both sides of the Atlantic – even given the difficult market environment and the negative impact of coronavirus in 2020.",0,1
"After a strong year in 2019, Beiersdorf’s shares held up well in the first half of 2020 amid an unusually volatile market environment. This was thanks to their defensive nature. The losses of over 20% at the peak of the coronavirus crisis were moderate by comparison with the wider market. During the second half of the year, however, the HPC (home and personal care) sector, including Beiersdorf’s shares, came under pressure. Lack of transparency around future market developments, fears of recession, and the effects of intense price competition overshadowed the general economic recovery in this period. Nevertheless, Beiersdorf’s shares recovered and again reached the €100 mark for a time. In the final quarter of 2020, our share price was in the €90 to €100 range amid a very volatile market environment. The markets and Beiersdorf’s share price over this period were driven partly by new lock- down restrictions and concerns about the second wave of infection, but also by the progress in developing a vaccine against the coronavirus, which was a source of new knowledge and hope.",0,2
"The Company’s operating environment has continued to trans- form over the years, and our accounting and finance department predecessors navigated these changes by building foundations for financial and capital strategies that remain viable even today. Komatsu’s resilience to maintain a certain performance in the current challenging operating environment caused by the COVID-19 pan- demic is thanks to our predecessors. Let me express the sincere appreciation I feel for the efforts of our predecessors as I explain some of the innovative practices they introduced.",0,2
"In light of the massive changes seen in the operating environ- ment, the group revised its material issues for the first time in a decade to clarify the priorities it should emphasize in pursuing sustainable growth over the next century.",0,2
"Komatsu has not established numerical targets for growth, profitabil- ity, and financial position in its mid-term management plan. We had set such targets in the past. However, demand is incredibly volatile in our business; in the mining equipment business, for example, demand can fluctuate by nearly 30%. As a result, past numerical targets have lost their meaning in the first year of the respective three-year plan. Instead of numerical targets, we have therefore chosen to set the more abstract targets of achieving a growth rate above the industry’s average for growth and the industry’s top level for profitability and financial position.",0,1
"Alibaba has a unique corporate culture. Over the years, Alibaba has remained true to being a people-centric organization that encourages innovation. We believe that only a caring organization can do great things. And the best way to attract the right talent is by continuously developing new business runways and fostering a culture of innovation that will attract like-minded people. We are also focused on exploring ways to enhance and strengthen the Alibaba governance structure in response to the evolving needs of our increasingly diversified and vibrant business. This remains a rarity within the Internet industry, not just in China but for multinationals as well. We hope to implement constructive changes, methodically and gradually, in our management practices, governance, performance measurement and resource allocation across the organization. We aim to make our organization more agile and our culture more straightforward to better focus on our priorities of customer experience, customer value creation and customer mindshare.",0,4
"Our ability to offer and deliver value has driven increased consumer engagement over time. Generally, the longer consumers have been with us, the more orders they tend to place across a more diverse range of product categories. In fiscal year 2021, annual average GMV per consumer on our China retail marketplaces reached over RMB9,200 (US$1,404). Consumers on our China retail marketplaces also exhibited high retention. 98% of annual active consumers who spent over US$1,000 (RMB6,550) through our China retail marketplaces in fiscal year 2020 continued to be active in fiscal year 2021. In fiscal year 2021, more than 200 million annual active consumers spent more than US$1,000 (RMB6,550) through our China retail marketplaces.",0,2
"Alibaba Cloud’s unique advantages lie in its proprietary technology and Alibaba Group’s continued commitment to invest in research and development in new product offerings and industry-specific solutions for our customers and partners. Alibaba Cloud served approximately 4 million paying customers across a wide range of industries in the twelve months ended March 31, 2021 and continues to attract customers that are reputable and have the potential to adopt cloud computing services at a meaningful scale. As digital transformation accelerates, customers have increased their usage of our services. Leading brands and enterprises, such as China Pacific Insurance Company, Feihe, FAW Group and Astra Financial, have adopted solutions ranging from insurance intelligence platform, digital marketing, omnichannel intelligence platform, to smart manufacturing and financial solutions. We believe our cloud computing services have become a critical foundation that many of our customers increasingly depend on in their daily operations.",0,2
"Throughout the year we saw strong business momentum in mortgages, resulting in higher market shares in all four Nordic countries compared with last year. We also launched several digi- tal services to improve customer experi- ence. For example, we launched a digi- tal mortgage loan promise in Denmark and Norway. In Denmark, this has led to an initial reduction of more than 50% in the loan process handling time when customers use our digital solutions. Our customers say they find the new solu- tion intuitive, easy to use and trustworthy.",0,1
"Risks and uncertainties Within the framework of its normal business operations, Nordea faces various risks and uncertainties. Maintaining risk awareness in the organisation is engrained in Nordea’s busi- ness strategies. Nordea has defined clear risk and liquidity management frameworks including policies and instructions for different risk types, capital adequacy and capital structure. Further information see Note G2. “Risk and Liquidity man- agement” on pages 102–135, Note G33 “Provisions” on page 168 and Note G38 “Contingent liabilities” on page 174.",0,4
"Own funds Own funds are the sum of Tier 1 and Tier 2 capital. Tier 1 capi- tal consists of both Common Equity Tier 1 (CET1) and Addi- tional Tier 1 capital. CET1 capital is considered to be capital of the highest quality with ultimate loss-absorbance characteris- tics and consists predominately of paid-in capital and retained earnings. Profit may only be included after permis- sion from the financial supervisory authority and after deducting the proposed dividend. Additional Tier 1 and Tier 2 capital consist mostly of undated and dated subordinated loans, respectively. Holdings of other financial sector entities’ subordinated loans are deducted from the corresponding tier.",0,1
"Continued performance evaluation With the objective of promoting constant evolution at Vale, every year, the Board of Directors conducts a performance evaluation with the support of the People, Remuneration and Governance Committee. Based on the result, they create the development plan for the agency and its members.",0,4
"Life matters most is one of our values. The obsession with safety and risk management, one of our key behaviours. Vale's entire health, safety and risk strategy considers that every accident can be avoided. The constant search to identify and control risks is an integral part of our routine, and its main objective is to eliminate fatalities in the work environment in a sustainable manner.",0,2
"In 2020, approximately 7,900 of our own employees undertook training in human rights, totaling more than 8,800 hours. Since 2017, this number has reached more than 26 thousand hours of training.",0,1
"Our near term uses of cash include: continue to de-lever at Formula 1, return capital to shareholders to capitalize on the discount at Liberty SiriusXM and develop our next phase of real estate at the Battery Atlanta. But we won’t be shy to attack market opportunities as they arise. We will remain disciplined in our investment thesis - directing our attention and capital on differentiated opportunities with proven business models and attractive returns. We are comfortable with our liquidity across the trackers and our ability to access additional sources of capital as needed. Heraclitus must have been alluding to the media industry in saying ‘The only thing that is constant is change.’ And that is definitely how Liberty is defined – constantly changing. There is no static effort, the landscape is moving quickly and we are prepared to move accordingly.",0,2
"The following table sets forth information with respect to the ownership by each of our directors and named executive officers (as defined herein) and by all of our directors and executive officers as a group of shares of (1) each series of our common stock (LSXMA, LSXMB, LSXMK, BATRA, BATRB, BATRK, FWONA, FWONB and FWONK) and (2) the common stock, par value $0.001 per share (SIRI), of Sirius XM Holdings Inc. (Sirius XM), in which we hold a controlling interest. The security ownership information with respect to our common stock is given as of February 28, 2019 and, in the case of percentage ownership information, is based upon (1) 102,816,795 LSXMA shares, (2) 9,821,531 LSXMB shares, (3) 209,079,807 LSXMK shares, (4) 10,244,591 BATRA shares, (5) 981,860 BATRB shares, (6) 39,740,215 BATRK shares, (7) 25,675,346 FWONA shares, (8) 2,453,485 FWONB shares and (9) 202,887,872 FWONK shares, in each case, outstanding on that date. The security ownership information with respect to SIRI is given as of February 28, 2019, and, in the case of percentage ownership information, is based on 4,345,777,230 SIRI shares outstanding on January 28, 2019. The percentage voting power with respect to our company is presented in the table below on an aggregate basis for all LSXMA, LSXMB, BATRA, BATRB, FWONA and FWONB shares.",0,2
"The following graph compares the percentage change in the cumulative total stockholder return on our former Series C common stock (and its successor issuances) from July 24, 2014 (the date on which the former Series C common stock first traded “regular way”) through December 31, 2018 to the S&P 500 Index and the S&P 500 Media Index. On April 15, 2016 our former Series C common stock was recapitalized into common stock of three tracking stock groups: the Liberty SiriusXM Group (Nasdaq: LSXMK), the Formula One Group (Nasdaq: FWONK) (formerly known as the Liberty Media Group (Nasdaq: LMCK)) and the Braves Group (Nasdaq: BATRK). This chart includes (i) the impact of the spin-off of Liberty Broadband Corporation on November 4, 2014, assuming a sale of the resulting Liberty Broadband shares on the one-year anniversary of the spin-off and reinvestment of the proceeds in our common stock, (ii) the Liberty Broadband rights offering, assuming the value of the Liberty Broadband rights on the one-year anniversary of the spin-off was reinvested in our common stock, (iii) the aforementioned recapitalization of Liberty Media’s common stock into three tracking stock groups and (iv) the Braves Group rights offering.",0,2
"As the strategy implementation and capital redeployment continues, our dividend payment capability will be further strengthened. Fortum’s Board of Directors is proposing an unchanged dividend of EUR 1.10 per share for the calendar year 2017. Our ambition is to pay a stable, sustainable and over time increasing dividend now and in the future, and given the prevailing market conditions, our goal is to avoid a temporary dividend cut.",0,1
Fortum’s tax policy aims to identify simple and cost-efficient solutions to manage taxes in a sustainable manner. Fortum’s tax policy is based on a principle that tax is a consequence of business and that compliance with tax rules and legislation and transparency result in a correct tax contribution. This policy leaves no room for artificial or other aggressive solutions. Fortum is continuously following the development of tax related issues and their impact on the Group and maintains an active dialogue with tax authorities in unclear cases. Tax-related issues are communicated openly both internally and externally and Fortum’s tax footprint is published annually.,0,2
"Open leadership, personnel development and wellbeing In late 2017, Fortum launched the company’s revised Values and new Leadership Principles. The Open Leadership framework supports cooperation across units and aims to create an environment that fosters innovation, flexibility and agility.",0,4
"Uniper investment In September 2017, Fortum announced it had signed a transaction agreement with E.ON under which E.ON had the right to decide to tender its 46.65% shareholding in Uniper SE into Fortum’s public takeover offer. In November, Fortum launched a voluntary public takeover offer to all Uniper shareholders at a total value of EUR 22 per share implying a premium of 36% to the price prior to intense market speculation on a potential transaction at the end of May. The offer is subject to competition and regulatory approvals. Already in October 2017, Fortum received approval from the US competition authorities. Fortum expects to finalise the transaction in mid-2018.",0,1
